surfaceelements
32
 2 1 0 0 3 1 10 11
 2 1 0 0 3 1 11 12
 2 1 0 0 3 2 14 13
 2 1 0 0 3 3 15 16
 2 1 0 0 3 5 21 20
 2 1 0 0 3 3 17 15
 2 1 0 0 3 4 18 19
 2 1 0 0 3 6 24 22
 2 1 0 0 3 5 20 10
 2 1 0 0 3 6 11 20
 2 1 0 0 3 10 20 11
 2 1 0 0 3 6 22 11
 2 1 0 0 3 7 12 22
 2 1 0 0 3 11 22 12
 2 1 0 0 3 8 21 14
 2 1 0 0 3 5 13 21
 2 1 0 0 3 14 21 13
 2 1 0 0 3 6 23 15
 2 1 0 0 3 8 16 23
 2 1 0 0 3 15 23 16
 2 1 0 0 3 8 23 21
 2 1 0 0 3 6 20 23
 2 1 0 0 3 21 23 20
 2 1 0 0 3 9 24 17
 2 1 0 0 3 6 15 24
 2 1 0 0 3 17 24 15
 2 1 0 0 3 7 25 18
 2 1 0 0 3 9 19 25
 2 1 0 0 3 18 25 19
 2 1 0 0 3 9 25 24
 2 1 0 0 3 7 22 25
 2 1 0 0 3 24 25 22
