surfaceelements
128
 2 1 0 0 3 1 26 27
 2 1 0 0 3 1 27 28
 2 1 0 0 3 2 30 29
 2 1 0 0 3 3 31 32
 2 1 0 0 3 5 39 38
 2 1 0 0 3 3 33 31
 2 1 0 0 3 4 34 35
 2 1 0 0 3 6 45 43
 2 1 0 0 3 5 38 36
 2 1 0 0 3 6 40 42
 2 1 0 0 3 10 59 58
 2 1 0 0 3 6 43 40
 2 1 0 0 3 7 46 48
 2 1 0 0 3 11 62 60
 2 1 0 0 3 8 52 50
 2 1 0 0 3 5 37 39
 2 1 0 0 3 14 66 64
 2 1 0 0 3 6 44 41
 2 1 0 0 3 8 51 53
 2 1 0 0 3 15 69 67
 2 1 0 0 3 8 53 52
 2 1 0 0 3 6 42 44
 2 1 0 0 3 21 78 76
 2 1 0 0 3 9 56 54
 2 1 0 0 3 6 41 45
 2 1 0 0 3 17 72 68
 2 1 0 0 3 7 49 47
 2 1 0 0 3 9 55 57
 2 1 0 0 3 18 74 73
 2 1 0 0 3 9 57 56
 2 1 0 0 3 7 48 49
 2 1 0 0 3 24 81 79
 2 1 0 0 3 10 58 26
 2 1 0 0 3 11 27 58
 2 1 0 0 3 26 58 27
 2 1 0 0 3 11 60 27
 2 1 0 0 3 12 28 60
 2 1 0 0 3 27 60 28
 2 1 0 0 3 14 64 30
 2 1 0 0 3 13 29 64
 2 1 0 0 3 30 64 29
 2 1 0 0 3 15 67 31
 2 1 0 0 3 16 32 67
 2 1 0 0 3 31 67 32
 2 1 0 0 3 21 76 39
 2 1 0 0 3 20 38 76
 2 1 0 0 3 39 76 38
 2 1 0 0 3 17 68 33
 2 1 0 0 3 15 31 68
 2 1 0 0 3 33 68 31
 2 1 0 0 3 18 73 34
 2 1 0 0 3 19 35 73
 2 1 0 0 3 34 73 35
 2 1 0 0 3 24 79 45
 2 1 0 0 3 22 43 79
 2 1 0 0 3 45 79 43
 2 1 0 0 3 20 59 38
 2 1 0 0 3 10 36 59
 2 1 0 0 3 38 59 36
 2 1 0 0 3 11 61 40
 2 1 0 0 3 20 42 61
 2 1 0 0 3 40 61 42
 2 1 0 0 3 20 61 59
 2 1 0 0 3 11 58 61
 2 1 0 0 3 59 61 58
 2 1 0 0 3 22 62 43
 2 1 0 0 3 11 40 62
 2 1 0 0 3 43 62 40
 2 1 0 0 3 12 63 46
 2 1 0 0 3 22 48 63
 2 1 0 0 3 46 63 48
 2 1 0 0 3 22 63 62
 2 1 0 0 3 12 60 63
 2 1 0 0 3 62 63 60
 2 1 0 0 3 21 66 52
 2 1 0 0 3 14 50 66
 2 1 0 0 3 52 66 50
 2 1 0 0 3 13 65 37
 2 1 0 0 3 21 39 65
 2 1 0 0 3 37 65 39
 2 1 0 0 3 21 65 66
 2 1 0 0 3 13 64 65
 2 1 0 0 3 66 65 64
 2 1 0 0 3 23 69 44
 2 1 0 0 3 15 41 69
 2 1 0 0 3 44 69 41
 2 1 0 0 3 16 71 51
 2 1 0 0 3 23 53 71
 2 1 0 0 3 51 71 53
 2 1 0 0 3 23 71 69
 2 1 0 0 3 16 67 71
 2 1 0 0 3 69 71 67
 2 1 0 0 3 23 78 53
 2 1 0 0 3 21 52 78
 2 1 0 0 3 53 78 52
 2 1 0 0 3 20 77 42
 2 1 0 0 3 23 44 77
 2 1 0 0 3 42 77 44
 2 1 0 0 3 23 77 78
 2 1 0 0 3 20 76 77
 2 1 0 0 3 78 77 76
 2 1 0 0 3 24 72 56
 2 1 0 0 3 17 54 72
 2 1 0 0 3 56 72 54
 2 1 0 0 3 15 70 41
 2 1 0 0 3 24 45 70
 2 1 0 0 3 41 70 45
 2 1 0 0 3 24 70 72
 2 1 0 0 3 15 68 70
 2 1 0 0 3 72 70 68
 2 1 0 0 3 25 74 49
 2 1 0 0 3 18 47 74
 2 1 0 0 3 49 74 47
 2 1 0 0 3 19 75 55
 2 1 0 0 3 25 57 75
 2 1 0 0 3 55 75 57
 2 1 0 0 3 25 75 74
 2 1 0 0 3 19 73 75
 2 1 0 0 3 74 75 73
 2 1 0 0 3 25 81 57
 2 1 0 0 3 24 56 81
 2 1 0 0 3 57 81 56
 2 1 0 0 3 22 80 48
 2 1 0 0 3 25 49 80
 2 1 0 0 3 48 80 49
 2 1 0 0 3 25 80 81
 2 1 0 0 3 22 79 80
 2 1 0 0 3 81 80 79
